Customer(id,name,gender,rank)	15000
100080,'MATHILDE GALLIHER','F',1
100081,'STANLEY SPAN','M',1
100082,'ANDRES LOMBARD','M',3
100083,'DEON BUECHE','M',1
100084,'ARMIDA SPEEGLE','F',1
100085,'JACOB LONEY','M',1
100086,'HUNTER STRICKLER','M',1
100087,'EVERETT BROOKMAN','M',3
100088,'WYATT BRIGMAN','M',3
100089,'LUCILLE GONZALAS','F',3
100090,'SHANITA BOUCK','F',2
100091,'AUTUMN PEAVEY','F',2
100092,'LAKITA DAHLIN','F',2
100093,'WILLIAN BURLEIGH','M',3
100094,'FRIEDA KERRIGAN','F',1
100095,'MARIELA ARMOUR','F',3
100096,'DEWAYNE LEONARDO','M',3
100097,'MERVIN UTZ','M',1
100098,'KORTNEY YALE','F',1
100099,'CLAUDINE HANKERSON','F',1
100100,'STEWART CARMONA','M',3
100101,'LUIS HURDLE','F',1
100102,'CARYLON REDING','F',1
100103,'NICKIE BACK','F',3
100104,'ROMAN HOELSCHER','M',1
100105,'EZEQUIEL KIMZEY','M',2
100106,'DONNA MORA','F',1
100107,'RUEBEN ISAAC','M',1
100108,'BREANA RUMMEL','F',2
100109,'JOSEPH EMMER','M',1
100110,'WILFORD PRECIADO','M',1
100111,'MIESHA OLIVEROS','F',1
100112,'CHRISTIN GANO','F',1
100113,'DYLAN HANLIN','M',2
100114,'CLARENCE MATTERA','M',1
100115,'ERASMO FIERRO','M',3
100116,'LATANYA BELLOWS','F',2
100117,'RANDOLPH ELEM','M',1
100118,'TOBIE RAMM','F',2
100119,'MONROE KULICK','M',2
100120,'MIYOKO SAEZ','F',2
100121,'MIRTHA COE','F',1
100122,'LACI MCGARVEY','F',2
100123,'HIPOLITO ROBEY','M',2
100124,'ANTONIO GARBUTT','M',1
100125,'JESSENIA FREED','F',3
100126,'ALISON WILLIE','F',1
100127,'HOBERT COWAN','M',1
100128,'DARELL HENKE','M',3
100129,'SHAWN BARBARA','F',1
100130,'CAROLA STICE','F',1
100131,'BARBAR SLAYTON','F',1
100132,'PAT GAIN','M',2
100133,'FERNE ORDONEZ','F',3
100134,'NAKIA TALARICO','F',3
100135,'DARA LANDEROS','F',3
100136,'JERRELL PETERSEN','M',1
100137,'HA HANNEMAN','F',1
100138,'ENRIQUE INCE','M',2
100139,'ZANE ONORATO','M',1
100140,'CARLEE ENGELKE','F',3
100141,'BELEN CANELA','F',2
100142,'RICKIE CENICEROS','F',3
100143,'TODD BATEMAN','M',2
100144,'CLEMENTE COOL','M',2
100145,'MYLES BELLINGER','M',2
100146,'BETTYANN SAPPINGTON','F',2
100147,'LOUIS ZENON','M',1
100148,'PHILOMENA HANNAH','F',2
100149,'LYDA ROSEN','F',2
100150,'BEN GRIFFEY','M',1
100151,'TRACEY GALICIA','F',1
100152,'SAMMY URIARTE','M',2
100153,'MADIE LUCIER','F',1
100154,'DANILLE BANTA','F',2
100155,'MILES JARVIS','M',2
100156,'MICHEAL NOWELL','F',2
100157,'OTELIA VALENTINE','F',1
100158,'ANIBAL LACHANCE','M',3
100159,'MONIKA SAULSBURY','F',1
100160,'HUGO LAHEY','M',3
100161,'JACQULYN DOLE','F',1
100162,'OLETA SKALSKI','F',2
100163,'OLIN SAMORA','M',3
100164,'CAREY FINLEY','M',1
100165,'COLEEN CHAN','F',3
100166,'JIMMY URIARTE','M',1
100167,'ABDUL THORTON','M',3
100168,'NEELY BEGAYE','F',2
100169,'LEESA GRIMALDI','F',3
100170,'GIUSEPPE PUENTE','M',1
100171,'MARIBETH TWIGG','F',2
100172,'ANGELIQUE TOURVILLE','F',3
100173,'CORRIN FABELA','F',3
100174,'CHANTAY FARISH','F',3
100175,'HAL WIMBERLY','M',1
100176,'GRICELDA SCRUGGS','F',1
100177,'ALEXANDER OCHS','M',2
100178,'NORENE BENEFIELD','F',3
100179,'JAMIE BAUCOM','F',1
100180,'ULA FENDLEY','F',1
100181,'CRISTOBAL MATRANGA','M',1
100182,'ARMANDO VOLPE','M',1
100183,'MYRTICE CICCONE','F',3
100184,'FRANCES TOMLIN','M',2
100185,'ARTURO GIST','M',1
100186,'CLARETTA LENHART','F',3
100187,'NATHANIEL BIRNEY','M',2
100188,'MILFORD PRINDLE','M',2
100189,'CORRIN SPRENGER','F',2
100190,'JOHN GERTZ','M',1
100191,'ILIANA COLLIGAN','F',1
100192,'PENNIE ROSENBERGER','F',2
100193,'WERNER BEASON','M',2
100194,'ASSUNTA URBANIAK','F',3
100195,'IAN GODBOLD','M',2
100196,'SVETLANA CRAY','F',3
100197,'RYAN SALO','M',2
100198,'WILLODEAN NEVIN','F',3
100199,'GENE CHECK','M',2
100200,'ARCHIE PAZ','M',1
100201,'KRYSTINA BUECHE','F',1
100202,'ALLYN SULLIVAN','F',1
100203,'SHANNON BOSCO','M',3
100204,'ED GUERRERO','M',3
100205,'VIDA MOLINARO','F',2
100206,'GINO PELLERIN','M',1
100207,'DELORA LEGASPI','F',1
100208,'WILLIS BARTELS','M',1
100209,'MARTIN SEAGRAVES','M',1
100210,'CHRISTIAN MCCARRON','M',3
100211,'BRADFORD GIANCOLA','M',2
100212,'ISAIAS KIDDER','M',3
100213,'CLIFF ALDEN','M',3
100214,'JANNIE BUSCHER','F',2
100215,'ERMINIA STURGIS','F',1
100216,'BUDDY CATHCART','M',1
100217,'HUGH GALLIEN','M',1
100218,'HATTIE GOTO','F',3
100219,'ANNETTA VALLEE','F',1
100220,'LUCIA ASHTON','F',2
100221,'LYNWOOD ALBARRAN','M',1
100222,'TIESHA DESROCHES','F',3
100223,'LEVI FRANKS','M',2
100224,'MARGENE CHEESEMAN','F',1
100225,'PAM ANDRUS','F',1
100226,'OSVALDO CRESPIN','M',3
100227,'NORRIS ROGALSKI','M',1
100228,'EMILE NEVES','M',3
100229,'DAN BOOS','M',1
100230,'JUSTIN CASTOR','M',1
100231,'HAROLD SILVAS','M',1
100232,'KEVEN PEARSALL','M',1
100233,'CIARA CONTRERAS','F',1
100234,'FIDEL CORNISH','M',1
100235,'ALEC LEPPERT','M',1
100236,'ROMONA BUTERA','F',2
100237,'REENA HERREN','F',3
100238,'GROVER ECHEVARRIA','M',2
100239,'MARLON ANSARI','M',2
100240,'KRISTAL BACHUS','F',1
100241,'WINNIFRED RAPIER','F',1
100242,'KERA MARTI','F',1
100243,'FLAVIA CONWAY','F',1
100244,'MARSHALL JACOBY','F',3
100245,'GLADYS LITTLES','F',3
100246,'BIRGIT RICHE','F',3
100247,'LAMAR WALT','M',1
100248,'LOU CARTAGENA','M',1
100249,'ALLEGRA MAZZONE','F',2
100250,'JACK GREENBLATT','M',1
100251,'BUFFY MCCULLOUGH','F',3
100252,'JAMES PEASLEE','M',1
100253,'REYNA BECKMAN','F',3
100254,'TWANDA JACOB','F',2
100255,'GUSTAVO MOYNIHAN','M',3
100256,'ISAAC HAFFEY','M',3
100257,'JULENE FULGHUM','F',3
100258,'HYACINTH WEISE','F',1
100259,'SAUL MORNINGSTAR','M',3
100260,'FLORIA RANSOME','F',1
100261,'ART LINCK','M',1
100262,'RICH DELUNA','M',2
100263,'KENNETH NORTHROP','M',2
100264,'JOANNE SCHAAL','F',3
100265,'DUDLEY LUBIN','M',3
100266,'GLENN BILLMAN','F',3
100267,'MILISSA CASTELLANO','F',3
100268,'JULIANN MIRACLE','F',2
100269,'TYSON SUNIGA','M',3
100270,'CHAUNCEY SAMPLEY','M',3
100271,'BRITTA BURGESS','F',2
100272,'RAYMOND ICKES','F',1
100273,'AVRIL SHUMAN','F',2
100274,'ILANA OLIVO','F',3
100275,'MAIRA BROTHERS','F',1
100276,'AUGUSTUS WEATHERLY','M',2
100277,'NOAH GONSALEZ','M',2
100278,'ALLINE DUNSTON','F',1
100279,'CHRISTOPER CAVINS','M',3
100280,'ROD PETERS','M',1
100281,'JERICA THACKER','F',3
100282,'ABDUL GASPAR','M',1
100283,'RENALDO MARES','M',1
100284,'MOZELL EBERLE','F',1
100285,'JESS HIGHAM','M',3
100286,'ALBERTHA LEVASSEUR','F',3
100287,'TAMEKIA STRUM','F',3
100288,'MELVINA WARFEL','F',1
100289,'GREGG SILVERA','M',1
100290,'ELAYNE BURGETT','F',1
100291,'PRINCE PASQUALE','M',3
100292,'DANUTA WHIDDEN','F',1
100293,'MAXWELL VANDEMARK','M',1
100294,'ELLIS KRUPP','M',1
100295,'DIEGO PALOMARES','M',2
100296,'JEAN PAULIN','M',1
100297,'JAMEY FITZPATRICK','M',1
100298,'KATINA BRIDGE','F',2
100299,'MAUDE MONTANO','F',1
100300,'CRISTA FELTS','F',2
100301,'BLANCA DINEEN','F',1
100302,'FREDERICK LEES','M',1
100303,'BERTRAM NODA','M',1
100304,'MARCELO MARKEL','M',1
100305,'DEENA HENNIG','F',2
100306,'HEATHER MERCHANT','F',1
100307,'LANE HUMPHREYS','M',1
100308,'AMY ALDER','F',2
100309,'GRANVILLE SKILLMAN','M',3
100310,'LEENA KAMMER','F',3
100311,'DAVE CROMWELL','M',1
100312,'EZEQUIEL MCELHANEY','M',1
100313,'SHELBY MARCY','M',2
100314,'ALEXANDRA DEBOSE','F',2
100315,'DALTON GRANDERSON','M',1
100316,'CELINA CHAN','F',3
100317,'ADRIENE BUCCI','F',2
100318,'CANDICE LITWIN','F',3
100319,'JAMAR TINOCO','M',3
100320,'PEGGY CAROLINA','F',3
100321,'JACKELINE DAMRON','F',3
100322,'ALEXANDER VANDEGRIFT','M',1
100323,'CLETUS CLABAUGH','M',2
100324,'AVELINA SHIPP','F',1
100325,'SANTO ENO','M',2
100326,'GWENDOLYN BADILLA','F',1
100327,'MELVIN TORRENCE','M',1
100328,'DARIO STAYTON','M',1
100329,'PORTER MCGHIE','M',1
100330,'SHARYN VICTOR','F',2
100331,'CASEY NESTER','M',2
100332,'AMADO WHITNER','M',2
100333,'CELSA SPURLIN','F',3
100334,'REGGIE AGUAYO','M',3
100335,'ASHLIE SORENSON','F',1
100336,'FREDDIE REAMS','M',1
100337,'ROMONA WORTHAM','F',1
100338,'EUGENIO MELENDREZ','M',1
100339,'LORETTE ZAJAC','F',1
100340,'GUY REITER','M',1
100341,'BILLY ENGLAND','M',1
100342,'OPHELIA STROHM','F',2
100343,'KINA CANDLER','F',2
100344,'DONOVAN TEA','M',2
100345,'CAMMY MCKEE','F',1
100346,'MARCEL VENTERS','M',1
100347,'CARY DINAN','M',2
100348,'CHARLEY BASLER','M',1
100349,'FE ROBINETTE','F',2
100350,'FERN EVERTON','F',3
100351,'BRANT VALENTINO','M',2
100352,'PAUL STUTZMAN','M',3
100353,'SHARRI NOTTINGHAM','F',1
100354,'DUNCAN GEYER','M',1
100355,'ALICA SOO','F',2
100356,'COURTNEY SOLANO','M',2
100357,'MAISIE BELL','F',1
100358,'ADAH DANIEL','F',3
100359,'MILO FUENTES','M',1
100360,'KIP THRESHER','M',3
100361,'DAVE LIEDTKE','M',1
100362,'DEWEY INGLES','M',2
100363,'LEIDA TIMPSON','F',1
100364,'INGE HASTY','F',1
100365,'EDMUNDO HUTCHENS','M',1
100366,'WESLEY CHAPMAN','F',2
100367,'MONIQUE STERRETT','F',3
100368,'HIPOLITO PROFITT','M',1
100369,'ABDUL WAKEFIELD','M',2
100370,'HORACE GAYDOS','M',3
100371,'JANN GRIFFIS','F',3
100372,'MONTE SHERRER','M',3
100373,'NEVILLE KINCHELOE','M',2
100374,'PENELOPE CLEMONS','F',1
100375,'SHELTON OMAN','M',2
100376,'JESENIA BERGERSON','F',2
100377,'GRAIG FITCH','M',1
100378,'TESSIE CAMBRON','F',2
100379,'AIDA NUNN','F',2
100380,'ALEX GALLES','M',3
100381,'LIEN WEEDMAN','F',2
100382,'KIERSTEN BERNIER','F',2
100383,'ALPHONSE ALCARAZ','M',3
100384,'FIDEL BRANSCOME','M',1
100385,'BEVERLY KOVAC','F',3
100386,'NELDA EDMONDSON','F',3
100387,'SHENA CARLINO','F',1
100388,'NORRIS MARTINEAU','M',1
100389,'ROLLAND POLSTON','M',1
100390,'ANTIONE GLIDEWELL','M',3
100391,'RORY KEARSE','F',3
100392,'BASIL HEADY','M',1
100393,'AHMAD VALDIVIA','M',1
100394,'ALTHEA MIERS','F',2
100395,'LOMA DEBELLIS','F',3
100396,'RANDALL DAM','M',3
100397,'MATT COWANS','M',1
100398,'IRA FONTANA','M',2
100399,'CHONG COFFELT','M',1
100400,'MICHEAL GABRIELE','M',1
100401,'ISAIAH RONNING','M',3
100402,'LINDSAY DECKERT','M',2
100403,'ELISEO HOANG','M',1
100404,'TIFANY JACOBSEN','F',3
100405,'JOHNIE COE','M',1
100406,'CELENA PETTIES','F',1
100407,'IVELISSE DEMPSEY','F',1
100408,'CHESTER MCABEE','M',3
100409,'BOYCE MERRIWEATHER','M',1
100410,'EMILE FOGLE','M',2
100411,'ZANE HYNES','M',2
100412,'NICKY WILLINGHAM','M',3
100413,'LIZABETH MENDIETA','F',3
100414,'HASSAN DAVIDSON','M',2
100415,'DEMETRIUS BORGER','M',1
100416,'ALBERTO DARR','M',2
100417,'CASSANDRA UPSON','F',1
100418,'JULIETA CAMBELL','F',3
100419,'LESLIE CANAS','M',2
100420,'MIRELLA LOW','F',2
100421,'LOLITA YEARWOOD','F',1
100422,'VALERI STRUCK','F',2
100423,'BRET CANGELOSI','M',2
100424,'ALBERT RIDDELL','M',1
100425,'GARLAND DORFMAN','M',3
100426,'BRANDEN BERENS','M',2
100427,'LATORIA DOWNEY','F',2
100428,'AGNES WEISHAAR','F',1
100429,'BENEDICT BARCLAY','M',1
100430,'DON MONCAYO','M',2
100431,'MELVA LIN','F',1
100432,'ALDEN HALL','M',3
100433,'AMADO BORBA','M',2
100434,'SHAROLYN HURST','F',1
100435,'FRANCHESCA WERTZ','F',1
100436,'ANGELITA BIXLER','F',3
100437,'LAZARO COTTINGHAM','M',1
100438,'TATUM NASH','F',1
100439,'KYMBERLY ZELLNER','F',2
100440,'PRESTON GRAF','M',3
100441,'CATALINA GABRIELSON','F',3
100442,'TANDY PORCHE','F',2
100443,'BERENICE KIRCHNER','F',2
100444,'NICHOLAS MILTON','M',3
100445,'WOODROW PABLO','M',2
100446,'BARNEY BOYCE','M',1
100447,'MEDA GARWOOD','F',2
100448,'ERIK ATEN','M',3
100449,'FLORRIE LILLIS','F',1
100450,'GERRY PURIFOY','M',3
100451,'VAN SCARBERRY','M',3
100452,'VALENTINE SCHATZ','F',1
100453,'PEGGY WHITEHURST','F',3
100454,'LEOMA FENTON','F',3
100455,'STEPHAN RAFFA','M',1
100456,'TRISHA MARCOTTE','F',3
100457,'DAMIAN DEMARIA','M',3
100458,'KENISHA MAZE','F',1
100459,'ALIDA SOHN','F',3
100460,'KATIA KINDLE','F',1
100461,'SALLIE RAPE','F',1
100462,'DARYL WYCHE','M',1
100463,'PAT CLAUSEN','M',1
100464,'ISIDRO SHIPTON','M',1
100465,'LOYD HOUCHENS','M',2
100466,'EDDY PINION','M',2
100467,'MICHELL CREASMAN','F',1
100468,'GAYLORD RANSOM','M',1
100469,'JOE MARLEY','F',1
100470,'VAN ABERNETHY','F',1
100471,'DAVIS PANDO','M',1
100472,'ELMO SALGADO','M',1
100473,'DONYA STOEHR','F',3
100474,'MAN KLIEBERT','M',2
100475,'SINDY STEEL','F',1
100476,'MINH DEFILIPPO','M',2
100477,'AUGUSTINA BYARS','F',1
100478,'JUDIE WIGHT','F',1
100479,'LACY COSTON','M',3
100480,'MATT TRUMAN','M',1
100481,'LILIANA HAAG','F',1
100482,'NOMA KALE','F',2
100483,'SAMMIE CARPER','M',1
100484,'AGUSTINA MICK','F',1
100485,'FREDRIC NIEMI','M',1
100486,'WILLY CALTON','M',1
100487,'BRYCE LANIGAN','M',1
100488,'LESLEE SING','F',3
100489,'ELLIOT GRAVEL','M',2
100490,'GWEN BRANSCOME','F',2
100491,'ANNETTA MUSTAFA','F',3
100492,'ALEXANDER CARLTON','M',1
100493,'DAREN AGUILAR','M',1
100494,'BRENDAN COTTRILL','M',2
100495,'JIMMY SEDDON','M',3
100496,'RIGOBERTO CLAUDIO','M',3
100497,'CECIL MICKENS','M',1
100498,'MITCHELL LARAMIE','M',3
100499,'LEONARDA HAYCRAFT','F',2
100500,'BRANT WELLINGTON','M',1
100501,'LEON NORDEN','M',1
100502,'DANETTE MOUNTS','F',1
100503,'CHRISTOPHER KEEFER','F',1
100504,'JAE SCRIBNER','M',3
100505,'FIDEL MOSE','M',3
100506,'LEENA CULBERSON','F',3
100507,'LARISA MROZEK','F',2
100508,'HELAINE RACHAL','F',2
100509,'BUD BRINKER','M',1
100510,'CLETA SHELLER','F',1
100511,'ELIA SUMMERLIN','F',2
100512,'SIU KEMMERER','F',3
100513,'ARLINE GALEANA','F',1
100514,'CHASE RELYEA','M',2
100515,'ASHLEY SWIMS','M',1
100516,'LOREN GLANZ','M',1
100517,'GILBERTO GAUNT','M',2
100518,'JOSEF TSE','M',1
100519,'THEO HOLST','M',2
100520,'PARKER MCMAKIN','M',3
100521,'GLEN ESCALANTE','M',1
100522,'MARGRET SCHOLL','F',2
100523,'MARIANNA MATHERNE','F',3
100524,'ROCKY MOFFETT','M',2
100525,'WYATT SWINSON','M',1
100526,'DANILO WAGUESPACK','M',2
100527,'LES WESOLOWSKI','M',1
100528,'ERNIE VADEN','M',3
100529,'ROBERT JOHANNES','M',2
100530,'KACIE TELLEZ','F',1
100531,'EVERETT STALLCUP','M',3
100532,'MAURICIO BYERS','M',2
100533,'BRYAN HEYER','M',3
100534,'HASSAN BONEY','M',3
100535,'XAVIER MCQUEARY','M',1
100536,'JESSICA GRAYS','F',1
100537,'ALVA ABERCROMBIE','M',1
100538,'CHRIS WINE','F',2
100539,'MORGAN GATSON','F',2
100540,'JAMIE ALFRED','M',2
100541,'CECIL BRAUD','M',2
100542,'GORDON PENNOCK','M',2
100543,'ASHANTI WHITLOCK','F',3
100544,'DEWITT ABEL','M',1
100545,'TONI POLLOCK','F',1
100546,'LAYLA TRIGG','F',1
100547,'RUBEN BURGHER','M',3
100548,'EZEQUIEL NEWCOMBE','M',3
100549,'LEO HARDNETT','M',1
100550,'LELAND JONAS','M',3
100551,'DENNISE STARKEY','F',1
100552,'ELYSE SPECHT','F',2
100553,'KENETH VALENCIA','M',3
100554,'DORIA SWEETMAN','F',1
100555,'ODELL KLINK','M',3
100556,'RASHIDA MILLSAPS','F',1
100557,'VALLIE KIMMEL','F',3
100558,'HUGH GAUTHIER','M',1
100559,'JULIANA SHIRE','F',1
100560,'EMMANUEL MARY','M',2
100561,'MONTE MCCREA','M',3
100562,'TISA EMMERICH','F',3
100563,'JEANNE BARNHARDT','F',2
100564,'MARIETTE WINNER','F',3
100565,'AVERY DAO','F',1
100566,'DEMETRIA BEIL','F',1
100567,'GLENNIE BARE','F',1
100568,'DWAYNE VANWAGENEN','M',1
100569,'HARRIET GORTON','F',3
100570,'MERLE VANGORDER','M',1
100571,'DONNY HEITZMAN','M',1
100572,'CELIA ARMSTRONG','F',3
100573,'TASHIA HUBBERT','F',1
100574,'JOYE RATCHFORD','F',3
100575,'ALBINA WEILER','F',1
100576,'XUAN MARTELLI','F',2
100577,'ANDERA BONILLA','F',1
100578,'WINSTON CHILD','M',1
100579,'GERARD RODE','M',2
100580,'CARL LESSER','M',2
100581,'ELVIRA CROMARTIE','F',3
100582,'MICHEL MAURIELLO','M',1
100583,'CRISSY TEW','F',1
100584,'CECILA PETTI','F',2
100585,'JEANETT FARREN','F',1
100586,'BRADLEY LAUB','M',3
100587,'WARD CUFFEE','M',2
100588,'IRVIN FREDRICKSON','M',2
100589,'ADALBERTO LAROSA','M',1
100590,'CHESTER KIFER','M',1
100591,'ROSENDO CHOY','M',3
100592,'JERMAINE FARRELLY','M',3
100593,'TONY DONNER','M',1
100594,'BEAU GIRALDO','M',1
100595,'CLYDE GEHL','F',3
100596,'JUDSON HAMMON','M',3
100597,'BRIAN GIDLEY','M',3
100598,'ELIJAH MANZANARES','M',3
100599,'MAUDE HAACK','F',1
100600,'RISA BACKUS','F',1
100601,'WILLY BOHNERT','M',1
100602,'GEMA BAUMGARTNER','F',3
100603,'BRYCE OSBOURN','M',1
100604,'JESSE JUDSON','M',2
100605,'DENNY KELLS','F',2
100606,'TRINITY MATTERA','F',1
100607,'EMORY FIQUEROA','M',2
100608,'SHANE GUMM','M',2
100609,'TIM EDDY','M',3
100610,'DENNY TAMAYO','M',3
100611,'IVELISSE SOLES','F',1
100612,'ALISE CLAASSEN','F',3
100613,'CLAY HITCHENS','M',3
100614,'MORGAN VANDEVENTER','M',2
100615,'REED DONER','M',1
100616,'LAWANDA MEJIA','F',1
100617,'ALEXANDER GARTNER','M',2
100618,'MASAKO CATCHINGS','F',1
100619,'SONNY LUNCEFORD','M',3
100620,'LENORE BEERY','F',3
100621,'LACY LIVESAY','M',1
100622,'DALE WIGFALL','M',2
100623,'GERTUDE HUSMAN','F',2
100624,'OTILIA REHKOP','F',1
100625,'WANITA VOWELL','F',3
100626,'SIMONA MEDVED','F',1
100627,'MALLIE HENNING','F',2
100628,'DUANE GRIEVE','M',1
100629,'JULIETA CHARLEBOIS','F',1
100630,'RUSSEL MCDUFF','M',1
100631,'ERIC ADKISSON','M',3
100632,'JACQUELYN MCKINNON','F',2
100633,'JENIFFER AMEDEE','F',1
100634,'LORENE HAUER','F',1
100635,'SUMMER PENDER','F',1
100636,'MILTON MYNATT','M',1
100637,'JAMIKA HUMISTON','F',2
100638,'TAD WORMLEY','M',2
100639,'ILLA GIST','F',3
100640,'PERCY DECLUE','M',1
100641,'TOMAS STALLMAN','M',3
100642,'JERROD EMMONS','M',1
100643,'KOURTNEY RITTER','F',2
100644,'RUEBEN BEDNARZ','M',2
100645,'REGINIA PIERCY','F',1
100646,'DAN FORD','M',1
100647,'NATHANIAL HICKOX','M',2
100648,'BRYCE LIU','M',3
100649,'AVELINA HUCKABY','F',1
100650,'MARVEL POOLEY','F',1
100651,'GENA KLEINSCHMIDT','F',3
100652,'NEVA BOWLBY','F',2
100653,'HARLEY HIBBITTS','M',1
100654,'ELIAS PARRAMORE','M',3
100655,'JASPER CHAIRES','M',2
100656,'FUMIKO THORNHILL','F',2
100657,'ALTON CRAVER','M',1
100658,'CHERRIE LAWLER','F',3
100659,'BUD COOP','M',1
100660,'GWYNETH FUSSELL','F',3
100661,'WILBURN MCQUEEN','M',1
100662,'YUONNE STOKELY','F',2
100663,'TEDDY PLOTKIN','M',3
100664,'LLOYD HOHMAN','M',3
100665,'QUINTIN PARENTE','M',2
100666,'MIRANDA WITMAN','F',2
100667,'BOBBIE SPELLS','M',2
100668,'THERON FALCO','M',1
100669,'VELMA HOWARTH','F',3
100670,'SHERYLL RIDENOUR','F',2
100671,'ERIN HOEHN','M',1
100672,'LEVI BIGLEY','M',1
100673,'LEROY JEFFREYS','M',1
100674,'SHANTAY WURTH','F',1
100675,'MARCELINO MOREIRA','M',1
100676,'FRANKLYN MCNEW','M',2
100677,'RAYMUNDO BRONSON','M',3
100678,'WENONA SELLECK','F',2
100679,'JI SCHULMAN','F',3
100680,'LYNN MALIN','M',2
100681,'WILBURN WENDELL','M',2
100682,'ROGER ALLEY','M',1
100683,'MALCOM EBERHART','M',1
100684,'TRACEY MOWREY','M',2
100685,'TERRI DILLEY','F',2
100686,'LUCIEN REILEY','M',1
100687,'EDUARDO OHLER','M',2
100688,'VANESA PHILIPS','F',2
100689,'OTTO JANTZEN','M',3
100690,'MURRAY DEPAUL','M',3
100691,'BRYCE TOOLE','M',1
100692,'MANUEL GARRAWAY','M',1
100693,'DELFINA PLOUFFE','F',3
100694,'ISIDRA BOTELLO','F',1
100695,'LOUISE SANROMAN','F',2
100696,'JOSPHINE DESSERT','F',3
100697,'LOUANN TIGHE','F',1
100698,'ASHLY CALVIN','F',3
100699,'JOHNIE SAILOR','M',3
100700,'RUSSEL CLUNE','M',3
100701,'JOHNATHAN BLOMQUIST','M',3
100702,'AFTON KHAN','F',2
100703,'RICK GUNTER','M',1
100704,'BORIS TULLIS','M',1
100705,'PHUONG RINEHART','F',2
100706,'ALTON MAYNES','M',2
100707,'PIERRE ZAVALA','M',2
100708,'OMA RISTAU','F',3
100709,'PATRICK COLLINSWORTH','M',2
100710,'EDGAR COURVILLE','M',1
100711,'SHENITA MCCORD','F',3
100712,'FLORENTINO CUOMO','M',1
100713,'MARC CASTELLANO','M',1
100714,'RHETT AYERS','M',3
100715,'JULIO DILLOW','M',1
100716,'CHARLENA DEVAULT','F',1
100717,'VINNIE HOCKER','F',2
100718,'DAREN ISER','M',1
100719,'AUDRIA RAAP','F',3
100720,'DEANDRE TRUMBLE','M',3
100721,'ULYSSES FREDETTE','M',1
100722,'DONNELL BROCHU','M',1
100723,'MITCHELL ROBIE','M',1
